app,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
laghos,0.88929427,-0.5182339,-0.5869975,-0.589442,-1.2725917,0.08548911,-0.75516546,0.30359837,1.6834247,-0.34467933,-0.46534017,1.3830808,1.6031401,0.056520257,-1.0630301,-0.87785405,-0.3847221,-1.5369655,0.38475043,-0.546278,-0.63543504,-0.5528128,-0.45101488,0.69964397,-1.7143122,0.34076217,0.56163126,-0.45601144,0.27431947,-1.6238325,-0.78328234,-1.361828,-0.9945032,0.521746,0.866287,-0.34742653,0.34942904,0.93809146,0.20099588,-2.8789864,1.1502329,-2.0570774,1.026937,0.46194518,-0.54968834,0.73804986,-0.69576204,0.018364731,0.6836089,-0.5383473,0.2166,9114000000.0,21602000000.0,6950000000.0,66644000000.0,180000000.0,176000000.0,8000000.0,6000000.0,3622301.0,12692280000.0,9315450000.0,37771.0,2209678.0,1006000000.0,9.985573,,,,3.010427
laghos,0.88929427,-0.5182339,-0.5869975,-0.589442,-1.2725917,0.08548911,-0.75516546,0.30359837,1.6834247,-0.34467933,-0.46534017,1.3830808,1.6031401,0.056520257,-1.0630301,-0.87785405,-0.3847221,-1.5369655,0.38475043,-0.546278,-0.63543504,-0.5528128,-0.45101488,0.69964397,-1.7143122,0.34076217,0.56163126,-0.45601144,0.27431947,-1.6238325,-0.78328234,-1.361828,-0.9945032,0.521746,0.866287,-0.34742653,0.34942904,0.93809146,0.20099588,-2.8789864,1.1502329,-2.0570774,1.026937,0.46194518,-0.54968834,0.73804986,-0.69576204,0.018364731,0.6836089,-0.5383473,0.2333,9346000000.0,22146000000.0,7130000000.0,68328000000.0,176000000.0,186000000.0,8000000.0,6000000.0,3713148.0,13003335000.0,9548959000.0,37771.0,2210655.0,1052000000.0,9.9214,,,,4.0766
laghos,0.88929427,-0.5182339,-0.5869975,-0.589442,-1.2725917,0.08548911,-0.75516546,0.30359837,1.6834247,-0.34467933,-0.46534017,1.3830808,1.6031401,0.056520257,-1.0630301,-0.87785405,-0.3847221,-1.5369655,0.38475043,-0.546278,-0.63543504,-0.5528128,-0.45101488,0.69964397,-1.7143122,0.34076217,0.56163126,-0.45601144,0.27431947,-1.6238325,-0.78328234,-1.361828,-0.9945032,0.521746,0.866287,-0.34742653,0.34942904,0.93809146,0.20099588,-2.8789864,1.1502329,-2.0570774,1.026937,0.46194518,-0.54968834,0.73804986,-0.69576204,0.018364731,0.6836089,-0.5383473,0.5666,26936687000.0,42333688000.0,14706500000.0,115000000000.0,88875000.0,37750000.0,14687500.0,10000000.0,12281.0625,411652380.0,6290330000.0,69867.91,2107433.8,1161312500.0,8.146281,,,,25.849718
laghos,0.88929427,-0.5182339,-0.5869975,-0.589442,-1.2725917,0.08548911,-0.75516546,0.30359837,1.6834247,-0.34467933,-0.46534017,1.3830808,1.6031401,0.056520257,-1.0630301,-0.87785405,-0.3847221,-1.5369655,0.38475043,-0.546278,-0.63543504,-0.5528128,-0.45101488,0.69964397,-1.7143122,0.34076217,0.56163126,-0.45601144,0.27431947,-1.6238325,-0.78328234,-1.361828,-0.9945032,0.521746,0.866287,-0.34742653,0.34942904,0.93809146,0.20099588,-2.8789864,1.1502329,-2.0570774,1.026937,0.46194518,-0.54968834,0.73804986,-0.69576204,0.018364731,0.6836089,-0.5383473,0.2166,9346000000.0,22142000000.0,7130000000.0,68326000000.0,232000000.0,186000000.0,8000000.0,6000000.0,3713446.0,13005317000.0,9545360000.0,37771.0,2210655.0,1064000000.0,10.460112,,,,2.535888
laghos,0.88929427,-0.5182339,-0.5869975,-0.589442,-1.2725917,0.08548911,-0.75516546,0.30359837,1.6834247,-0.34467933,-0.46534017,1.3830808,1.6031401,0.056520257,-1.0630301,-0.87785405,-0.3847221,-1.5369655,0.38475043,-0.546278,-0.63543504,-0.5528128,-0.45101488,0.69964397,-1.7143122,0.34076217,0.56163126,-0.45601144,0.27431947,-1.6238325,-0.78328234,-1.361828,-0.9945032,0.521746,0.866287,-0.34742653,0.34942904,0.93809146,0.20099588,-2.8789864,1.1502329,-2.0570774,1.026937,0.46194518,-0.54968834,0.73804986,-0.69576204,0.018364731,0.6836089,-0.5383473,0.5666,27875437000.0,43774500000.0,15174375000.0,118000000000.0,89937500.0,39125000.0,14437500.0,10000000.0,12395.375,411638700.0,6379871000.0,69874.91,2107434.0,1161187500.0,8.280307,,,,25.715693
laghos,0.88929427,-0.5182339,-0.5869975,-0.589442,-1.2725917,0.08548911,-0.75516546,0.30359837,1.6834247,-0.34467933,-0.46534017,1.3830808,1.6031401,0.056520257,-1.0630301,-0.87785405,-0.3847221,-1.5369655,0.38475043,-0.546278,-0.63543504,-0.5528128,-0.45101488,0.69964397,-1.7143122,0.34076217,0.56163126,-0.45601144,0.27431947,-1.6238325,-0.78328234,-1.361828,-0.9945032,0.521746,0.866287,-0.34742653,0.34942904,0.93809146,0.20099588,-2.8789864,1.1502329,-2.0570774,1.026937,0.46194518,-0.54968834,0.73804986,-0.69576204,0.018364731,0.6836089,-0.5383473,0.2166,9580000000.0,22698000000.0,7304000000.0,70038000000.0,258000000.0,186000000.0,8000000.0,6000000.0,3806382.0,13338036000.0,9789338000.0,37771.0,2211630.0,1042000000.0,10.180706,,,,2.815294
laghos,0.88929427,-0.5182339,-0.5869975,-0.589442,-1.2725917,0.08548911,-0.75516546,0.30359837,1.6834247,-0.34467933,-0.46534017,1.3830808,1.6031401,0.056520257,-1.0630301,-0.87785405,-0.3847221,-1.5369655,0.38475043,-0.546278,-0.63543504,-0.5528128,-0.45101488,0.69964397,-1.7143122,0.34076217,0.56163126,-0.45601144,0.27431947,-1.6238325,-0.78328234,-1.361828,-0.9945032,0.521746,0.866287,-0.34742653,0.34942904,0.93809146,0.20099588,-2.8789864,1.1502329,-2.0570774,1.026937,0.46194518,-0.54968834,0.73804986,-0.69576204,0.018364731,0.6836089,-0.5383473,0.2166,9576000000.0,22698000000.0,7304000000.0,70032000000.0,190000000.0,186000000.0,8000000.0,6000000.0,3805973.0,13337946000.0,9786834000.0,37771.0,2211630.0,1056000000.0,10.395079,,,,2.600921
laghos,0.88929427,-0.5182339,-0.5869975,-0.589442,-1.2725917,0.08548911,-0.75516546,0.30359837,1.6834247,-0.34467933,-0.46534017,1.3830808,1.6031401,0.056520257,-1.0630301,-0.87785405,-0.3847221,-1.5369655,0.38475043,-0.546278,-0.63543504,-0.5528128,-0.45101488,0.69964397,-1.7143122,0.34076217,0.56163126,-0.45601144,0.27431947,-1.6238325,-0.78328234,-1.361828,-0.9945032,0.521746,0.866287,-0.34742653,0.34942904,0.93809146,0.20099588,-2.8789864,1.1502329,-2.0570774,1.026937,0.46194518,-0.54968834,0.73804986,-0.69576204,0.018364731,0.6836089,-0.5383473,0.2166,9800000000.0,23220000000.0,7474000000.0,71634000000.0,194000000.0,192000000.0,8000000.0,6000000.0,3893262.0,13642293000.0,10008098000.0,37771.0,2212545.0,1066000000.0,10.451857,,,,2.544143
laghos,0.88929427,-0.5182339,-0.5869975,-0.589442,-1.2725917,0.08548911,-0.75516546,0.30359837,1.6834247,-0.34467933,-0.46534017,1.3830808,1.6031401,0.056520257,-1.0630301,-0.87785405,-0.3847221,-1.5369655,0.38475043,-0.546278,-0.63543504,-0.5528128,-0.45101488,0.69964397,-1.7143122,0.34076217,0.56163126,-0.45601144,0.27431947,-1.6238325,-0.78328234,-1.361828,-0.9945032,0.521746,0.866287,-0.34742653,0.34942904,0.93809146,0.20099588,-2.8789864,1.1502329,-2.0570774,1.026937,0.46194518,-0.54968834,0.73804986,-0.69576204,0.018364731,0.6836089,-0.5383473,0.2166,9798000000.0,23212000000.0,7470000000.0,71630000000.0,206000000.0,190000000.0,8000000.0,6000000.0,3893742.0,13640150000.0,10013663000.0,37771.0,2212545.0,1054000000.0,10.663852,,,,2.332148
laghos,0.88929427,-0.5182339,-0.5869975,-0.589442,-1.2725917,0.08548911,-0.75516546,0.30359837,1.6834247,-0.34467933,-0.46534017,1.3830808,1.6031401,0.056520257,-1.0630301,-0.87785405,-0.3847221,-1.5369655,0.38475043,-0.546278,-0.63543504,-0.5528128,-0.45101488,0.69964397,-1.7143122,0.34076217,0.56163126,-0.45601144,0.27431947,-1.6238325,-0.78328234,-1.361828,-0.9945032,0.521746,0.866287,-0.34742653,0.34942904,0.93809146,0.20099588,-2.8789864,1.1502329,-2.0570774,1.026937,0.46194518,-0.54968834,0.73804986,-0.69576204,0.018364731,0.6836089,-0.5383473,0.2333,10016000000.0,23732000000.0,7638000000.0,73218000000.0,192000000.0,192000000.0,8000000.0,6000000.0,3979723.0,13944095000.0,10234398000.0,37771.0,2213400.0,1084000000.0,11.176431,,,,2.821569
laghos,0.88929427,-0.5182339,-0.5869975,-0.589442,-1.2725917,0.08548911,-0.75516546,0.30359837,1.6834247,-0.34467933,-0.46534017,1.3830808,1.6031401,0.056520257,-1.0630301,-0.87785405,-0.3847221,-1.5369655,0.38475043,-0.546278,-0.63543504,-0.5528128,-0.45101488,0.69964397,-1.7143122,0.34076217,0.56163126,-0.45601144,0.27431947,-1.6238325,-0.78328234,-1.361828,-0.9945032,0.521746,0.866287,-0.34742653,0.34942904,0.93809146,0.20099588,-2.8789864,1.1502329,-2.0570774,1.026937,0.46194518,-0.54968834,0.73804986,-0.69576204,0.018364731,0.6836089,-0.5383473,0.2166,10018000000.0,23732000000.0,7640000000.0,73214000000.0,184000000.0,194000000.0,8000000.0,6000000.0,3979767.0,13947369000.0,10233864000.0,37771.0,2213400.0,1094000000.0,11.28784,,,,1.70816
laghos,0.88929427,-0.5182339,-0.5869975,-0.589442,-1.2725917,0.08548911,-0.75516546,0.30359837,1.6834247,-0.34467933,-0.46534017,1.3830808,1.6031401,0.056520257,-1.0630301,-0.87785405,-0.3847221,-1.5369655,0.38475043,-0.546278,-0.63543504,-0.5528128,-0.45101488,0.69964397,-1.7143122,0.34076217,0.56163126,-0.45601144,0.27431947,-1.6238325,-0.78328234,-1.361828,-0.9945032,0.521746,0.866287,-0.34742653,0.34942904,0.93809146,0.20099588,-2.8789864,1.1502329,-2.0570774,1.026937,0.46194518,-0.54968834,0.73804986,-0.69576204,0.018364731,0.6836089,-0.5383473,0.2166,10232000000.0,24240000000.0,7802000000.0,74788000000.0,190000000.0,200000000.0,10000000.0,6000000.0,4065174.0,14242924000.0,10454137000.0,37771.0,2214315.0,1104000000.0,11.450939,,,,1.545061
laghos,0.88929427,-0.5182339,-0.5869975,-0.589442,-1.2725917,0.08548911,-0.75516546,0.30359837,1.6834247,-0.34467933,-0.46534017,1.3830808,1.6031401,0.056520257,-1.0630301,-0.87785405,-0.3847221,-1.5369655,0.38475043,-0.546278,-0.63543504,-0.5528128,-0.45101488,0.69964397,-1.7143122,0.34076217,0.56163126,-0.45601144,0.27431947,-1.6238325,-0.78328234,-1.361828,-0.9945032,0.521746,0.866287,-0.34742653,0.34942904,0.93809146,0.20099588,-2.8789864,1.1502329,-2.0570774,1.026937,0.46194518,-0.54968834,0.73804986,-0.69576204,0.018364731,0.6836089,-0.5383473,0.2166,10228000000.0,24242000000.0,7802000000.0,74788000000.0,250000000.0,198000000.0,10000000.0,6000000.0,4065042.0,14245590000.0,10451213000.0,37771.0,2214315.0,1086000000.0,10.896725,,,,2.099275
laghos,0.88929427,-0.5182339,-0.5869975,-0.589442,-1.2725917,0.08548911,-0.75516546,0.30359837,1.6834247,-0.34467933,-0.46534017,1.3830808,1.6031401,0.056520257,-1.0630301,-0.87785405,-0.3847221,-1.5369655,0.38475043,-0.546278,-0.63543504,-0.5528128,-0.45101488,0.69964397,-1.7143122,0.34076217,0.56163126,-0.45601144,0.27431947,-1.6238325,-0.78328234,-1.361828,-0.9945032,0.521746,0.866287,-0.34742653,0.34942904,0.93809146,0.20099588,-2.8789864,1.1502329,-2.0570774,1.026937,0.46194518,-0.54968834,0.73804986,-0.69576204,0.018364731,0.6836089,-0.5383473,0.2333,10432000000.0,24720000000.0,7958000000.0,76272000000.0,208000000.0,204000000.0,10000000.0,6000000.0,4145484.0,14515350000.0,10651865000.0,37771.0,2215167.0,1178000000.0,11.168598,,,,2.829402
laghos,0.88929427,-0.5182339,-0.5869975,-0.589442,-1.2725917,0.08548911,-0.75516546,0.30359837,1.6834247,-0.34467933,-0.46534017,1.3830808,1.6031401,0.056520257,-1.0630301,-0.87785405,-0.3847221,-1.5369655,0.38475043,-0.546278,-0.63543504,-0.5528128,-0.45101488,0.69964397,-1.7143122,0.34076217,0.56163126,-0.45601144,0.27431947,-1.6238325,-0.78328234,-1.361828,-0.9945032,0.521746,0.866287,-0.34742653,0.34942904,0.93809146,0.20099588,-2.8789864,1.1502329,-2.0570774,1.026937,0.46194518,-0.54968834,0.73804986,-0.69576204,0.018364731,0.6836089,-0.5383473,0.6,30166874000.0,47394062000.0,16465750000.0,128000000000.0,99000000.0,42500000.0,15937500.0,11125000.0,13018.0,459483360.0,7289946600.0,69875.875,2107575.0,1299562500.0,8.956694,,,,27.043306
laghos,0.88929427,-0.5182339,-0.5869975,-0.589442,-1.2725917,0.08548911,-0.75516546,0.30359837,1.6834247,-0.34467933,-0.46534017,1.3830808,1.6031401,0.056520257,-1.0630301,-0.87785405,-0.3847221,-1.5369655,0.38475043,-0.546278,-0.63543504,-0.5528128,-0.45101488,0.69964397,-1.7143122,0.34076217,0.56163126,-0.45601144,0.27431947,-1.6238325,-0.78328234,-1.361828,-0.9945032,0.521746,0.866287,-0.34742653,0.34942904,0.93809146,0.20099588,-2.8789864,1.1502329,-2.0570774,1.026937,0.46194518,-0.54968834,0.73804986,-0.69576204,0.018364731,0.6836089,-0.5383473,0.2333,10434000000.0,24722000000.0,7956000000.0,76272000000.0,194000000.0,208000000.0,8000000.0,6000000.0,4145256.0,14515483000.0,10663130000.0,37771.0,2215168.0,1158000000.0,11.133866,,,,2.864134
laghos,0.88929427,-0.5182339,-0.5869975,-0.589442,-1.2725917,0.08548911,-0.75516546,0.30359837,1.6834247,-0.34467933,-0.46534017,1.3830808,1.6031401,0.056520257,-1.0630301,-0.87785405,-0.3847221,-1.5369655,0.38475043,-0.546278,-0.63543504,-0.5528128,-0.45101488,0.69964397,-1.7143122,0.34076217,0.56163126,-0.45601144,0.27431947,-1.6238325,-0.78328234,-1.361828,-0.9945032,0.521746,0.866287,-0.34742653,0.34942904,0.93809146,0.20099588,-2.8789864,1.1502329,-2.0570774,1.026937,0.46194518,-0.54968834,0.73804986,-0.69576204,0.018364731,0.6836089,-0.5383473,0.6333,30823563000.0,48416813000.0,16791625000.0,131000000000.0,99062500.0,42750000.0,16250000.0,11250000.0,13602.031,459474050.0,7108840000.0,69843.875,2107574.0,1310000000.0,9.036614,,,,28.961386
laghos,0.88929427,-0.5182339,-0.5869975,-0.589442,-1.2725917,0.08548911,-0.75516546,0.30359837,1.6834247,-0.34467933,-0.46534017,1.3830808,1.6031401,0.056520257,-1.0630301,-0.87785405,-0.3847221,-1.5369655,0.38475043,-0.546278,-0.63543504,-0.5528128,-0.45101488,0.69964397,-1.7143122,0.34076217,0.56163126,-0.45601144,0.27431947,-1.6238325,-0.78328234,-1.361828,-0.9945032,0.521746,0.866287,-0.34742653,0.34942904,0.93809146,0.20099588,-2.8789864,1.1502329,-2.0570774,1.026937,0.46194518,-0.54968834,0.73804986,-0.69576204,0.018364731,0.6836089,-0.5383473,0.25,10720000000.0,25408000000.0,8178000000.0,78382000000.0,214000000.0,208000000.0,10000000.0,6000000.0,4260727.0,14930403000.0,10957596000.0,37771.0,2216404.0,1162000000.0,11.397581,,,,3.602419
laghos,0.88929427,-0.5182339,-0.5869975,-0.589442,-1.2725917,0.08548911,-0.75516546,0.30359837,1.6834247,-0.34467933,-0.46534017,1.3830808,1.6031401,0.056520257,-1.0630301,-0.87785405,-0.3847221,-1.5369655,0.38475043,-0.546278,-0.63543504,-0.5528128,-0.45101488,0.69964397,-1.7143122,0.34076217,0.56163126,-0.45601144,0.27431947,-1.6238325,-0.78328234,-1.361828,-0.9945032,0.521746,0.866287,-0.34742653,0.34942904,0.93809146,0.20099588,-2.8789864,1.1502329,-2.0570774,1.026937,0.46194518,-0.54968834,0.73804986,-0.69576204,0.018364731,0.6836089,-0.5383473,0.2333,10724000000.0,25408000000.0,8180000000.0,78396000000.0,214000000.0,208000000.0,8000000.0,6000000.0,4260179.0,14928736000.0,10956163000.0,37771.0,2216404.0,1174000000.0,11.841604,,,,2.156396
laghos,0.88929427,-0.5182339,-0.5869975,-0.589442,-1.2725917,0.08548911,-0.75516546,0.30359837,1.6834247,-0.34467933,-0.46534017,1.3830808,1.6031401,0.056520257,-1.0630301,-0.87785405,-0.3847221,-1.5369655,0.38475043,-0.546278,-0.63543504,-0.5528128,-0.45101488,0.69964397,-1.7143122,0.34076217,0.56163126,-0.45601144,0.27431947,-1.6238325,-0.78328234,-1.361828,-0.9945032,0.521746,0.866287,-0.34742653,0.34942904,0.93809146,0.20099588,-2.8789864,1.1502329,-2.0570774,1.026937,0.46194518,-0.54968834,0.73804986,-0.69576204,0.018364731,0.6836089,-0.5383473,0.2333,11098000000.0,26292000000.0,8462000000.0,81124000000.0,272000000.0,216000000.0,10000000.0,6000000.0,4409289.0,15445552000.0,11342594000.0,37771.0,2217929.0,1226000000.0,11.844478,,,,2.153522
laghos,0.88929427,-0.5182339,-0.5869975,-0.589442,-1.2725917,0.08548911,-0.75516546,0.30359837,1.6834247,-0.34467933,-0.46534017,1.3830808,1.6031401,0.056520257,-1.0630301,-0.87785405,-0.3847221,-1.5369655,0.38475043,-0.546278,-0.63543504,-0.5528128,-0.45101488,0.69964397,-1.7143122,0.34076217,0.56163126,-0.45601144,0.27431947,-1.6238325,-0.78328234,-1.361828,-0.9945032,0.521746,0.866287,-0.34742653,0.34942904,0.93809146,0.20099588,-2.8789864,1.1502329,-2.0570774,1.026937,0.46194518,-0.54968834,0.73804986,-0.69576204,0.018364731,0.6836089,-0.5383473,0.2833,11096000000.0,26292000000.0,8464000000.0,81128000000.0,230000000.0,216000000.0,10000000.0,6000000.0,4409381.0,15449003000.0,11342077000.0,37771.0,2217929.0,1220000000.0,12.217343,,,,4.780657
laghos,0.88929427,-0.5182339,-0.5869975,-0.589442,-1.2725917,0.08548911,-0.75516546,0.30359837,1.6834247,-0.34467933,-0.46534017,1.3830808,1.6031401,0.056520257,-1.0630301,-0.87785405,-0.3847221,-1.5369655,0.38475043,-0.546278,-0.63543504,-0.5528128,-0.45101488,0.69964397,-1.7143122,0.34076217,0.56163126,-0.45601144,0.27431947,-1.6238325,-0.78328234,-1.361828,-0.9945032,0.521746,0.866287,-0.34742653,0.34942904,0.93809146,0.20099588,-2.8789864,1.1502329,-2.0570774,1.026937,0.46194518,-0.54968834,0.73804986,-0.69576204,0.018364731,0.6836089,-0.5383473,0.2333,11470000000.0,27174000000.0,8748000000.0,83856000000.0,242000000.0,224000000.0,10000000.0,6000000.0,4557599.0,15970033000.0,11721168000.0,37771.0,2219454.0,1276000000.0,12.205594,,,,1.792406
laghos,0.88929427,-0.5182339,-0.5869975,-0.589442,-1.2725917,0.08548911,-0.75516546,0.30359837,1.6834247,-0.34467933,-0.46534017,1.3830808,1.6031401,0.056520257,-1.0630301,-0.87785405,-0.3847221,-1.5369655,0.38475043,-0.546278,-0.63543504,-0.5528128,-0.45101488,0.69964397,-1.7143122,0.34076217,0.56163126,-0.45601144,0.27431947,-1.6238325,-0.78328234,-1.361828,-0.9945032,0.521746,0.866287,-0.34742653,0.34942904,0.93809146,0.20099588,-2.8789864,1.1502329,-2.0570774,1.026937,0.46194518,-0.54968834,0.73804986,-0.69576204,0.018364731,0.6836089,-0.5383473,0.2666,11470000000.0,27178000000.0,8748000000.0,83852000000.0,212000000.0,224000000.0,10000000.0,6000000.0,4557602.0,15969248000.0,11725590000.0,37771.0,2219454.0,1256000000.0,12.228888,,,,3.767112
laghos,0.88929427,-0.5182339,-0.5869975,-0.589442,-1.2725917,0.08548911,-0.75516546,0.30359837,1.6834247,-0.34467933,-0.46534017,1.3830808,1.6031401,0.056520257,-1.0630301,-0.87785405,-0.3847221,-1.5369655,0.38475043,-0.546278,-0.63543504,-0.5528128,-0.45101488,0.69964397,-1.7143122,0.34076217,0.56163126,-0.45601144,0.27431947,-1.6238325,-0.78328234,-1.361828,-0.9945032,0.521746,0.866287,-0.34742653,0.34942904,0.93809146,0.20099588,-2.8789864,1.1502329,-2.0570774,1.026937,0.46194518,-0.54968834,0.73804986,-0.69576204,0.018364731,0.6836089,-0.5383473,0.2666,11838000000.0,28054000000.0,9026000000.0,86572000000.0,236000000.0,230000000.0,10000000.0,8000000.0,4705391.0,16487499000.0,12099299000.0,37771.0,2220979.0,1306000000.0,12.603779,,,,3.392221
laghos,0.88929427,-0.5182339,-0.5869975,-0.589442,-1.2725917,0.08548911,-0.75516546,0.30359837,1.6834247,-0.34467933,-0.46534017,1.3830808,1.6031401,0.056520257,-1.0630301,-0.87785405,-0.3847221,-1.5369655,0.38475043,-0.546278,-0.63543504,-0.5528128,-0.45101488,0.69964397,-1.7143122,0.34076217,0.56163126,-0.45601144,0.27431947,-1.6238325,-0.78328234,-1.361828,-0.9945032,0.521746,0.866287,-0.34742653,0.34942904,0.93809146,0.20099588,-2.8789864,1.1502329,-2.0570774,1.026937,0.46194518,-0.54968834,0.73804986,-0.69576204,0.018364731,0.6836089,-0.5383473,0.2666,11844000000.0,28058000000.0,9032000000.0,86568000000.0,290000000.0,230000000.0,10000000.0,6000000.0,4705783.0,16485404000.0,12145569000.0,37771.0,2220979.0,1308000000.0,12.972289,,,,3.023711
laghos,0.88929427,-0.5182339,-0.5869975,-0.589442,-1.2725917,0.08548911,-0.75516546,0.30359837,1.6834247,-0.34467933,-0.46534017,1.3830808,1.6031401,0.056520257,-1.0630301,-0.87785405,-0.3847221,-1.5369655,0.38475043,-0.546278,-0.63543504,-0.5528128,-0.45101488,0.69964397,-1.7143122,0.34076217,0.56163126,-0.45601144,0.27431947,-1.6238325,-0.78328234,-1.361828,-0.9945032,0.521746,0.866287,-0.34742653,0.34942904,0.93809146,0.20099588,-2.8789864,1.1502329,-2.0570774,1.026937,0.46194518,-0.54968834,0.73804986,-0.69576204,0.018364731,0.6836089,-0.5383473,0.2666,12200000000.0,28910000000.0,9304000000.0,89206000000.0,228000000.0,238000000.0,12000000.0,8000000.0,4848386.0,16975164000.0,12467357000.0,37771.0,2222505.0,1360000000.0,12.998832,,,,2.997168
laghos,0.88929427,-0.5182339,-0.5869975,-0.589442,-1.2725917,0.08548911,-0.75516546,0.30359837,1.6834247,-0.34467933,-0.46534017,1.3830808,1.6031401,0.056520257,-1.0630301,-0.87785405,-0.3847221,-1.5369655,0.38475043,-0.546278,-0.63543504,-0.5528128,-0.45101488,0.69964397,-1.7143122,0.34076217,0.56163126,-0.45601144,0.27431947,-1.6238325,-0.78328234,-1.361828,-0.9945032,0.521746,0.866287,-0.34742653,0.34942904,0.93809146,0.20099588,-2.8789864,1.1502329,-2.0570774,1.026937,0.46194518,-0.54968834,0.73804986,-0.69576204,0.018364731,0.6836089,-0.5383473,0.6833,34831810000.0,54758564000.0,19035500000.0,148000000000.0,117312500.0,50375000.0,19500000.0,13312500.0,12507.0,537350850.0,8274867700.0,69874.91,2107804.2,1537687600.0,10.679586,,,,30.318413
laghos,0.88929427,-0.5182339,-0.5869975,-0.589442,-1.2725917,0.08548911,-0.75516546,0.30359837,1.6834247,-0.34467933,-0.46534017,1.3830808,1.6031401,0.056520257,-1.0630301,-0.87785405,-0.3847221,-1.5369655,0.38475043,-0.546278,-0.63543504,-0.5528128,-0.45101488,0.69964397,-1.7143122,0.34076217,0.56163126,-0.45601144,0.27431947,-1.6238325,-0.78328234,-1.361828,-0.9945032,0.521746,0.866287,-0.34742653,0.34942904,0.93809146,0.20099588,-2.8789864,1.1502329,-2.0570774,1.026937,0.46194518,-0.54968834,0.73804986,-0.69576204,0.018364731,0.6836089,-0.5383473,0.2666,12208000000.0,28916000000.0,9308000000.0,89202000000.0,224000000.0,244000000.0,10000000.0,8000000.0,4849573.0,16976721000.0,12466432000.0,37771.0,2222504.0,1358000000.0,12.953582,,,,3.042418
laghos,0.88929427,-0.5182339,-0.5869975,-0.589442,-1.2725917,0.08548911,-0.75516546,0.30359837,1.6834247,-0.34467933,-0.46534017,1.3830808,1.6031401,0.056520257,-1.0630301,-0.87785405,-0.3847221,-1.5369655,0.38475043,-0.546278,-0.63543504,-0.5528128,-0.45101488,0.69964397,-1.7143122,0.34076217,0.56163126,-0.45601144,0.27431947,-1.6238325,-0.78328234,-1.361828,-0.9945032,0.521746,0.866287,-0.34742653,0.34942904,0.93809146,0.20099588,-2.8789864,1.1502329,-2.0570774,1.026937,0.46194518,-0.54968834,0.73804986,-0.69576204,0.018364731,0.6836089,-0.5383473,0.6666,33639438000.0,52929250000.0,18442500000.0,143000000000.0,116750000.0,50437500.0,19312500.0,13187500.0,11606.156,537309630.0,8382172700.0,69874.91,2107804.2,1523375000.0,10.503509,,,,29.49249
laghos,0.88929427,-0.5182339,-0.5869975,-0.589442,-1.2725917,0.08548911,-0.75516546,0.30359837,1.6834247,-0.34467933,-0.46534017,1.3830808,1.6031401,0.056520257,-1.0630301,-0.87785405,-0.3847221,-1.5369655,0.38475043,-0.546278,-0.63543504,-0.5528128,-0.45101488,0.69964397,-1.7143122,0.34076217,0.56163126,-0.45601144,0.27431947,-1.6238325,-0.78328234,-1.361828,-0.9945032,0.521746,0.866287,-0.34742653,0.34942904,0.93809146,0.20099588,-2.8789864,1.1502329,-2.0570774,1.026937,0.46194518,-0.54968834,0.73804986,-0.69576204,0.018364731,0.6836089,-0.5383473,0.2666,12512000000.0,29642000000.0,9544000000.0,91464000000.0,240000000.0,244000000.0,10000000.0,8000000.0,4971605.0,17419708000.0,12783647000.0,37771.0,2223785.0,1398000000.0,13.538991,,,,2.457009
laghos,0.88929427,-0.5182339,-0.5869975,-0.589442,-1.2725917,0.08548911,-0.75516546,0.30359837,1.6834247,-0.34467933,-0.46534017,1.3830808,1.6031401,0.056520257,-1.0630301,-0.87785405,-0.3847221,-1.5369655,0.38475043,-0.546278,-0.63543504,-0.5528128,-0.45101488,0.69964397,-1.7143122,0.34076217,0.56163126,-0.45601144,0.27431947,-1.6238325,-0.78328234,-1.361828,-0.9945032,0.521746,0.866287,-0.34742653,0.34942904,0.93809146,0.20099588,-2.8789864,1.1502329,-2.0570774,1.026937,0.46194518,-0.54968834,0.73804986,-0.69576204,0.018364731,0.6836089,-0.5383473,0.2666,12514000000.0,29644000000.0,9544000000.0,91470000000.0,256000000.0,244000000.0,10000000.0,6000000.0,4970990.0,17419426000.0,12781494000.0,37771.0,2223785.0,1370000000.0,13.325094,,,,2.670906
laghos,0.88929427,-0.5182339,-0.5869975,-0.589442,-1.2725917,0.08548911,-0.75516546,0.30359837,1.6834247,-0.34467933,-0.46534017,1.3830808,1.6031401,0.056520257,-1.0630301,-0.87785405,-0.3847221,-1.5369655,0.38475043,-0.546278,-0.63543504,-0.5528128,-0.45101488,0.69964397,-1.7143122,0.34076217,0.56163126,-0.45601144,0.27431947,-1.6238325,-0.78328234,-1.361828,-0.9945032,0.521746,0.866287,-0.34742653,0.34942904,0.93809146,0.20099588,-2.8789864,1.1502329,-2.0570774,1.026937,0.46194518,-0.54968834,0.73804986,-0.69576204,0.018364731,0.6836089,-0.5383473,0.2833,12772000000.0,30264000000.0,9738000000.0,93364000000.0,308000000.0,248000000.0,12000000.0,8000000.0,5073133.0,17780120000.0,13047089000.0,37771.0,2224883.0,1372000000.0,14.255513,,,,2.742487
