machine,app,ranks,PAPI_BR_INS,PAPI_LD_INS,PAPI_SR_INS,PAPI_TOT_INS,PAPI_L1_LDM,PAPI_L1_STM,PAPI_L2_LDM,PAPI_L2_STM,EPT,FP_ARITH:SCALAR_SINGLE,FP_ARITH:SCALAR_DOUBLE,ARITH,IO Bytes Read,IO Bytes Written,PAPI_MEM_WCY,duration
quartz,kripke.exe,1,21527777.78,120250000,29166666.67,277444444.4,2472222.222,3583333.333,138888.8889,111111.1111,0,22,58800006.71,26588580.17,525.0555556,30141.91667,11750000,0.0833
quartz,kripke.exe,32,109500000,344687500,109875000,925125000,3187500,3875000,0,0,0,879.375,129880106.6,59007371.91,67700,2106053.344,34187500,0.0666
quartz,kripke.exe,1,34333333.33,185222222.2,44916666.67,434333333.3,2833333.333,5250000,138888.8889,111111.1111,0,19,87480035.36,26651083.21,525.0555556,30141.91667,12694444.44,0.1166
quartz,kripke.exe,32,143812500,498375000,150062500,1305437500,4187500,4000000,0,0,0,916.9375,199013968.4,60940977.06,69912.75,2106186.969,37250000,0.1
quartz,kripke.exe,1,50722222.22,268611111.1,65166666.67,635722222.2,3055555.556,7444444.444,166666.6667,111111.1111,0,5.055555556,124326588.8,26606524.21,525.0555556,30141.91667,12750000,0.1333
quartz,kripke.exe,32,183687500,707562500,202312500,1811562500,6937500,3875000,0,0,0,916.375,281628430.6,60611957.84,67669,2106052.375,32812500,0.0833
quartz,kripke.exe,1,15583333.33,99138888.89,23166666.67,211944444.4,3472222.222,3388888.889,166666.6667,194444.4444,0,11.29166667,53147028.29,53375364.1,525.0555556,30141.91667,23694444.44,0.1
quartz,kripke.exe,32,119875000,325937500,116500000,918375000,1500000,5812500,0,0,0,922.875,120947183.7,120348567.4,67700,2106053.344,60687500,0.0666
quartz,kripke.exe,1,31833333.33,175833333.3,39388888.89,392861111.1,3527777.778,4972222.222,166666.6667,222222.2222,0,15.02777778,81357435.72,53461721.04,525.0555556,30141.91667,23305555.56,0.1166
quartz,kripke.exe,32,162187500,516187500,159812500,1373812500,6187500,6000000,0,0,0,905.53125,184562545.6,119537906.3,69912.75,2106186.969,65625000,0.0666
quartz,kripke.exe,1,59111111.11,303944444.4,66388888.89,695000000,4527777.778,7555555.556,250000,222222.2222,0,9.555555556,128256375,53200544.01,525.0555556,30141.91667,24777777.78,0.1833
quartz,kripke.exe,32,220625000,791250000,218812500,2024187500,6437500,7750000,0,0,0,934.0625,290480129,120231340,69912.75,2106186.969,54937500,0.0833
quartz,kripke.exe,1,97388888.89,483472222.2,104250000,1118444444,5222222.222,11111111.11,250000,222222.2222,0,12.22222222,194015103.1,53270869.19,525.0555556,30141.91667,26027777.78,0.2
quartz,kripke.exe,32,298750000,1188250000,303375000,2954750000,8312500,10000000,0,0,0,922.28125,438657527.2,120223281.5,69912.75,2106186.969,54187500,0.0833
quartz,kripke.exe,1,146222222.2,713750000,152805555.6,1661611111,6750000,15805555.56,361111.1111,222222.2222,0,8.527777778,278576985,53176580.24,525.0555556,30141.91667,26277777.78,0.2833
quartz,kripke.exe,32,423937500,1724687500,424875000,4245125000,24937500,11625000,0,0,0,888.90625,609149605.8,116509206.7,67700,2106053.344,49375000,0.0833
quartz,kripke.exe,1,3361111.111,22305555.56,5500000,47611111.11,861111.1111,833333.3333,27777.77778,27777.77778,0,12.40277778,12862179.61,13461422.29,525.0555556,30141.91667,4388888.889,0.05
quartz,kripke.exe,32,65750000,116875000,48375000,364562500,0,0,0,0,0,918.34375,30353006.09,31041290.41,69912.75,2106186.969,7187500,0.0833
quartz,kripke.exe,1,5500000,33666666.67,8527777.778,75638888.89,916666.6667,1166666.667,27777.77778,55555.55556,0,6.319444444,18540896.81,13417601.01,525.0555556,30141.91667,4750000,0.0333
quartz,kripke.exe,32,68250000,141312500,54562500,422000000,625000,562500,0,0,0,889.34375,41482105.25,30053076.38,69912.75,2106186.969,9250000,0.0666
quartz,kripke.exe,1,8861111.111,52361111.11,13583333.33,121611111.1,1027777.778,1750000,27777.77778,27777.77778,0,14.625,28034570.5,13403595.24,525.0555556,30141.91667,5222222.222,0.05
quartz,kripke.exe,32,73000000,179125000,64250000,512125000,1125000,2000000,0,0,0,906.8125,64541933.25,30674679.63,69912.75,2106186.969,10312500,0.0833
quartz,kripke.exe,1,13638888.89,78555555.56,20666666.67,186138888.9,1194444.444,2555555.556,55555.55556,55555.55556,0,15.18055556,41330944.85,13505054.47,525.0555556,30141.91667,5388888.889,0.0666
quartz,kripke.exe,32,84187500,244625000,82625000,673500000,1375000,2000000,0,0,0,882.71875,91840404.06,30012171.72,67669,2106052.375,10937500,0.0666
quartz,kripke.exe,1,19805555.56,112333333.3,29777777.78,269333333.3,1222222.222,3583333.333,55555.55556,55555.55556,0,13.68055556,58454699.14,13503800.21,525.0555556,30141.91667,6611111.111,0.0833
quartz,kripke.exe,32,99812500,325812500,105750000,875187500,2500000,2000000,0,0,0,909.65625,133570638.4,30834593.38,67700,2106053.344,12562500,0.1
quartz,kripke.exe,1,4250000,43416666.67,8500000,79888888.89,1722222.222,1333333.333,83333.33333,55555.55556,0,12.97222222,25978649.74,26698371.32,525.0555556,30141.91667,11750000,0.05
quartz,kripke.exe,32,84812500,186937500,63125000,494062500,0,0,0,0,0,914.71875,59753280.44,63309320.88,69911.78125,2106186.938,33375000,0.0666
quartz,kripke.exe,1,9722222.222,71194444.44,15250000,147027777.8,1750000,2055555.556,83333.33333,55555.55556,0,15.125,38264744.6,26719690.64,525.0555556,30141.88889,11805555.56,0.05
quartz,kripke.exe,32,89375000,243562500,75250000,620812500,1000000,0,0,0,0,910.03125,87270867.03,63198379.84,69911.78125,2106186.938,36500000,0.0666
quartz,kripke.exe,1,18833333.33,117555555.6,26500000,258972222.2,2250000,3277777.778,111111.1111,55555.55556,0,7.097222222,58744543.36,26646447.69,525.0555556,30141.90278,12416666.67,0.0666
quartz,kripke.exe,32,111750000,353562500,103312500,890187500,1875000,0,0,0,0,913.125,133498126.1,63342297.41,67667.125,2106052.313,32750000,0.0833
quartz,kripke.exe,1,31638888.89,182500000,42250000,415805555.6,2777777.778,4916666.667,138888.8889,83333.33333,0,12.65277778,87460624.51,26671234.03,525.0555556,30141.90278,12944444.44,0.1
quartz,kripke.exe,32,142000000,506812500,141812500,1262000000,5125000,0,0,0,0,909.21875,192179492.6,61011400.59,69911.78125,2106186.938,35562500,0.0833
quartz,kripke.exe,1,47972222.22,265861111.1,62500000,617138888.9,3138888.889,7111111.111,138888.8889,83333.33333,0,15.72222222,124297125.8,26630040.39,525.0555556,30141.90278,12750000,0.1166
quartz,kripke.exe,32,180500000,703062500,191562500,1738687500,4875000,2000000,0,0,0,900.28125,273018200.3,61125473.09,69910.8125,2106186.906,34812500,0.0833
quartz,kripke.exe,1,10138888.89,93638888.89,17861111.11,174777777.8,3472222.222,2722222.222,166666.6667,138888.8889,0,5.861111111,53147536,53223598.9,525.0555556,30141.90278,23888888.89,0.0833
quartz,kripke.exe,32,103812500,308250000,89875000,739812500,875000,2000000,0,0,0,928.625,120685520.2,124740632.7,69911.78125,2106186.938,56812500,0.0666
quartz,kripke.exe,1,26472222.22,170472222.2,34083333.33,356027777.8,3527777.778,4305555.556,166666.6667,138888.8889,0,12.26388889,81298853.36,53468114.29,525.0555556,30141.90278,23583333.33,0.1
quartz,kripke.exe,32,141562500,482562500,127875000,1154062500,1812500,1937500,0,0,0,929.5625,184546943.3,124682825.8,67699.0625,2106053.313,59312500,0.0833
quartz,kripke.exe,1,53805555.56,298666666.7,61083333.33,658361111.1,4638888.889,6888888.889,250000,138888.8889,0,18.98611111,128324803.4,53079523.13,525.0555556,30141.90278,24500000,0.15
quartz,kripke.exe,32,209000000,777937500,194687500,1863875000,7187500,1937500,0,0,0,899.84375,280958767.4,120754204.8,69911.78125,2106186.938,50437500,0.0833
quartz,kripke.exe,1,91944444.44,477916666.7,98944444.44,1081111111,5416666.667,10444444.44,250000,138888.8889,0,6.027777778,194051921.3,53279896.51,525.0555556,30141.90278,25500000,0.2
quartz,kripke.exe,32,305562500,1221500000,292125000,2917062500,8062500,3875000,0,0,0,917.09375,438170964.6,124749599.9,67699.0625,2106053.313,57875000,0.0833
quartz,kripke.exe,1,141027777.8,708527777.8,147583333.3,1625055556,6444444.444,15138888.89,305555.5556,166666.6667,0,20.83333333,278622658,53198950.07,525.0555556,30141.90278,26722222.22,0.2833
quartz,kripke.exe,32,413187500,1710937500,400625000,4086312500,18375000,6687500,0,0,0,899.5625,628320091.1,124871599.9,67699.0625,2106053.313,50750000,0.0833
quartz,kripke.exe,1,2027777.778,20972222.22,4166666.667,38416666.67,861111.1111,666666.6667,27777.77778,27777.77778,0,14.5,12872818.07,13456811,525.0555556,30141.91667,4305555.556,0.05
quartz,kripke.exe,32,61000000,111687500,41125000,316625000,0,0,0,0,0,889.34375,29184356.63,31060604.94,69912.75,2106186.969,6437500,0.0833
quartz,kripke.exe,1,4250000,32444444.44,7222222.222,66666666.67,916666.6667,1000000,0,27777.77778,0,9.111111111,18580790.97,13372209.97,525.0555556,30141.90278,4500000,0.05
quartz,kripke.exe,32,65250000,135812500,47875000,376625000,0,0,0,0,0,873.375,41574381.63,31145597.19,69911.78125,2106186.938,7750000,0.0666
quartz,kripke.exe,1,7472222.222,50944444.44,12250000,112222222.2,1027777.778,1583333.333,27777.77778,27777.77778,0,15.69444444,28047422.92,13349763.82,525.0555556,30141.90278,5138888.889,0.05
quartz,kripke.exe,32,70875000,176437500,58875000,474687500,1062500,0,0,0,0,904.78125,64649964.63,31993923.91,69911.78125,2106186.938,7937500,0.0666
quartz,kripke.exe,1,12333333.33,77250000,19333333.33,177027777.8,1166666.667,2388888.889,55555.55556,27777.77778,0,16.44444444,41322060.11,13547837.53,525.0555556,30141.90278,5555555.556,0.0666
quartz,kripke.exe,32,81812500,236687500,75687500,623375000,1875000,0,0,0,0,887.1875,91865866.47,30756581.53,69880.75,2106185.969,9750000,0.0666
quartz,kripke.exe,1,18472222.22,110972222.2,28444444.44,260111111.1,1194444.444,3416666.667,55555.55556,27777.77778,0,18.73611111,58414166.5,13376750.07,525.0555556,30141.90278,6444444.444,0.0666
quartz,kripke.exe,32,98062500,316812500,98562500,825000000,3000000,0,0,0,0,906.8125,133478209.2,31907528.78,67699.0625,2106053.313,10687500,0.0833
quartz,kripke.exe,1,10333333.33,69027777.78,16666666.67,147111111.1,2611111.111,2500000,138888.8889,166666.6667,0,15.44444444,38982378.61,40003114.43,525.0555556,30141.91667,17583333.33,0.0833
quartz,kripke.exe,32,101687500,250812500,94500000,722625000,1250000,3875000,0,0,0,1141.625,86453443.31,89541989.31,69912.75,2106186.969,52875000,0.1
quartz,kripke.exe,1,18527777.78,110722222.2,26805555.56,247805555.6,2611111.111,3611111.111,138888.8889,166666.6667,0,8.263888889,57388885.83,40122774.61,525.0555556,30141.91667,18388888.89,0.0833
quartz,kripke.exe,32,112937500,338062500,114375000,925187500,3062500,4000000,0,0,0,1149.5625,126639196.6,89585222.81,69912.75,2106186.969,57812500,0.0666
quartz,kripke.exe,1,32194444.44,180277777.8,43666666.67,415750000,3361111.111,5416666.667,194444.4444,166666.6667,0,23.97222222,88105967.56,40015440.9,525.0555556,30141.91667,18333333.33,0.1
quartz,kripke.exe,32,153250000,517625000,161937500,1369062500,4250000,6000000,0,0,0,1172.28125,200260546.5,92259579.69,69880.75,2106185.969,55500000,0.1166
quartz,kripke.exe,1,51388888.89,277638888.9,67305555.56,650916666.7,4111111.111,7888888.889,222222.2222,166666.6667,0,15.09722222,131111380.2,39967596.39,525.0555556,30141.91667,18944444.44,0.15
quartz,kripke.exe,32,189812500,721187500,211437500,1857875000,8687500,6000000,0,0,0,1149.125,287687940.6,90393633.34,67700,2106053.344,56000000,0.1
quartz,kripke.exe,1,75916666.67,402750000,97666666.67,952972222.2,5027777.778,11166666.67,277777.7778,166666.6667,0,13.70833333,186412936.2,40095916.82,525.0555556,30141.91667,19388888.89,0.1833
quartz,kripke.exe,32,260125000,1047187500,295687500,2658250000,9187500,6000000,0,0,0,1190,421704523.3,93770145.13,69880.75,2106185.969,56437500,0.1
quartz,kripke.exe,1,23111111.11,148333333.3,34638888.89,316750000,5222222.222,5083333.333,277777.7778,333333.3333,0,11.77777778,79680088.82,80107011.89,525.0555556,30141.91667,34972222.22,0.1333
quartz,kripke.exe,32,165625000,475750000,167250000,1323312500,2812500,10000000,0,0,0,1202.65625,180634394.3,180207349.1,69912.75,2106186.969,94437500,0.1
quartz,kripke.exe,1,47666666.67,263638888.9,58972222.22,588750000,5333333.333,7444444.444,277777.7778,333333.3333,0,6.736111111,121952639.6,80311984.07,525.0555556,30141.91667,36000000,0.1833
quartz,kripke.exe,32,223937500,755750000,229500000,1987437500,3937500,10000000,0,0,0,1156.28125,276039845.7,181020194.5,69912.75,2106186.969,99125000,0.0833
quartz,kripke.exe,1,88555555.56,455777777.8,99500000,1041861111,7027777.778,11333333.33,388888.8889,333333.3333,0,16.13888889,192423212.9,79811776.69,525.0555556,30141.91667,37416666.67,0.2166
quartz,kripke.exe,32,313062500,1197250000,324000000,3026250000,8625000,11625000,0,0,0,1163.5625,434966753.8,181686057.5,69880.75,2106185.969,87562500,0.0833
quartz,kripke.exe,1,145638888.9,724666666.7,156194444.4,1676166667,8500000,16694444.44,444444.4444,361111.1111,0,14.04166667,291037652.9,80022450.79,525.0555556,30141.91667,36500000,0.3
quartz,kripke.exe,32,453125000,1831375000,464937500,4538687500,13000000,14687500,0,0,0,1174.75,656851383.6,182125810.6,69912.75,2106186.969,82562500,0.1
quartz,kripke.exe,1,219416666.7,1070722222,229194444.4,2492388889,12027777.78,23722222.22,694444.4444,333333.3333,0,5.652777778,417839570.5,79813875.29,525.0555556,30141.91667,39555555.56,0.4
quartz,kripke.exe,32,644250000,2659500000,651437500,6526312500,24500000,18187500,0,0,0,1173.125,942152255.6,184030721.4,67700,2106053.344,76500000,0.1
quartz,kripke.exe,1,4916666.667,33333333.33,8194444.444,71000000,1277777.778,1250000,55555.55556,55555.55556,0,7.722222222,19257774.39,20128755.43,525.0555556,30141.91667,6861111.111,0.05
quartz,kripke.exe,32,73250000,149562500,59187500,449375000,1437500,2000000,0,0,0,1138.96875,43173206.09,45532284.22,67700,2106053.344,11562500,0.0833
quartz,kripke.exe,1,8222222.222,50444444.44,12777777.78,113222222.2,1388888.889,1750000,55555.55556,83333.33333,0,15.04166667,27799334.6,20108859.17,525.0555556,30141.91667,6666666.667,0.05
quartz,kripke.exe,32,105250000,215812500,83375000,643000000,1125000,1937500,0,0,0,1163.1875,61828074.28,45477505.31,67669,2106052.375,13937500,0.0666
quartz,kripke.exe,1,13138888.89,78305555.56,20333333.33,181833333.3,1555555.556,2611111.111,55555.55556,83333.33333,0,13.27777778,42028188.75,20049906.07,525.0555556,30141.91667,8305555.556,0.0666
quartz,kripke.exe,32,123812500,289562500,105625000,833062500,1375000,1937500,0,0,0,1154.59375,92925667.81,44928921.34,67700,2106053.344,14687500,0.1
quartz,kripke.exe,1,20388888.89,117750000,30972222.22,278944444.4,1777777.778,3833333.333,83333.33333,83333.33333,0,22.94444444,61953500.93,20109043.28,525.0555556,30141.91667,8277777.778,0.0833
quartz,kripke.exe,32,102500000,335062500,109812500,901750000,3750000,2000000,0,0,0,1192.40625,141577627.9,47231694.06,69880.75,2106185.969,17437500,0.0833
quartz,kripke.exe,1,29527777.78,168222222.2,44611111.11,403250000,1805555.556,5388888.889,83333.33333,83333.33333,0,7.069444444,87584204.64,20097952.42,525.0555556,30141.91667,9583333.333,0.1166
quartz,kripke.exe,32,129875000,468375000,148125000,1236062500,7875000,1937500,0,0,0,1160.75,199181635.7,47124771.38,69912.75,2106186.969,20875000,0.0833
quartz,kripke.exe,1,6416666.667,65138888.89,12694444.44,119833333.3,2611111.111,2027777.778,111111.1111,111111.1111,0,13.05555556,38967764.56,40080400.28,525.0555556,30141.91667,18055555.56,0.0666
quartz,kripke.exe,32,93125000,240812500,76312500,603000000,1062500,1500000,0,0,0,1122.78125,86081633.78,93607059.03,69912.75,2106186.969,51062500,0.0666
quartz,kripke.exe,1,14527777.78,106750000,22805555.56,220277777.8,2611111.111,3111111.111,138888.8889,111111.1111,0,10.65277778,57371496.08,40294292.21,525.0555556,30141.91667,18555555.56,0.0833
quartz,kripke.exe,32,112750000,344437500,101937500,850812500,2125000,2000000,0,0,0,1181.53125,130632087.2,96199593.69,67669,2106052.375,54625000,0.0833
quartz,kripke.exe,1,28194444.44,176250000,39694444.44,388111111.1,3333333.333,4916666.667,166666.6667,111111.1111,0,25.23611111,88161573.97,39799769.22,525.0555556,30141.90278,18277777.78,0.1166
quartz,kripke.exe,32,153125000,517000000,147562500,1279750000,3437500,2000000,0,0,0,1204.46875,200089476.9,96436729.38,69912.75,2106186.969,51625000,0.1
quartz,kripke.exe,1,47388888.89,273638888.9,63333333.33,623277777.8,4055555.556,7388888.889,222222.2222,111111.1111,0,9.194444444,131130710.2,40031733.97,525.0555556,30141.91667,18916666.67,0.15
quartz,kripke.exe,32,188375000,718750000,196562500,1765062500,6437500,1937500,0,0,0,1116.46875,287454817.1,95943861.72,67700,2106053.344,51687500,0.0833
quartz,kripke.exe,1,71916666.67,398694444.4,93694444.44,925305555.6,4611111.111,10694444.44,250000,138888.8889,0,23.06944444,186440206.9,39972555.1,525.0555556,30141.90278,19694444.44,0.2
quartz,kripke.exe,32,254312500,1039062500,278750000,2546687500,14312500,1937500,0,0,0,1171.75,407910488.9,93630073.44,69880.75,2106185.969,51125000,0.1166
quartz,kripke.exe,1,15138888.89,140388888.9,26694444.44,261750000,5222222.222,4111111.111,277777.7778,222222.2222,0,17.26388889,79659434.43,80065413.61,525.0555556,30141.91667,35638888.89,0.1166
quartz,kripke.exe,32,150250000,467937500,133625000,1106437500,1625000,2000000,0,0,0,1175.8125,180641012.2,188658046.4,67699.0625,2106053.313,84062500,0.1166
quartz,kripke.exe,1,39694444.44,255694444.4,51027777.78,533694444.4,5277777.778,6472222.222,277777.7778,222222.2222,0,13.58333333,121944646.3,80191592.35,525.0555556,30141.91667,36166666.67,0.1333
quartz,kripke.exe,32,198125000,726562500,187000000,1707000000,5062500,4000000,0,0,0,1172.78125,276062385,188641210.4,69912.75,2106186.969,97750000,0.0833
quartz,kripke.exe,1,80500000,447722222.2,91527777.78,986583333.3,6833333.333,10333333.33,388888.8889,222222.2222,0,19.77777778,192379540,79726488.4,525.0555556,30141.90278,37777777.78,0.2333
quartz,kripke.exe,32,296875000,1151312500,282937500,2732375000,6500000,4000000,0,0,0,1167.84375,434528279.4,188959764.8,69911.78125,2106186.938,73625000,0.1
quartz,kripke.exe,1,137777777.8,716750000,148277777.8,1621111111,8777777.778,15694444.44,472222.2222,250000,0,13.41666667,291034622,79841346.47,525.0555556,30141.91667,37638888.89,0.2833
quartz,kripke.exe,32,441375000,1817375000,429437500,4313625000,13562500,7375000,0,0,0,1169.1875,656511287.1,189801160,67668.0625,2106052.344,83125000,0.1
quartz,kripke.exe,1,211388888.9,1062611111,221250000,2436805556,10055555.56,22750000,500000,250000,0,6.569444444,417823476.7,80370393.15,525.0555556,30141.91667,38861111.11,0.4166
quartz,kripke.exe,32,613125000,2623562500,606562500,6227562500,23312500,11125000,0,0,0,1144.75,912295367.4,184895206,69880.75,2106185.969,77750000,0.0833
quartz,kripke.exe,1,2972222.222,31388888.89,6194444.444,57388888.89,1277777.778,1000000,55555.55556,27777.77778,0,11.48611111,19273593.67,20051317.79,525.0555556,30141.91667,6611111.111,0.05
quartz,kripke.exe,32,75375000,151625000,53375000,412937500,0,0,0,0,0,1184.8125,44779444.69,48986986.66,67638,2106051.406,9875000,0.0833
quartz,kripke.exe,1,6055555.556,48250000,10750000,98916666.67,1388888.889,1500000,55555.55556,55555.55556,0,15.52777778,27840316.25,20041662.1,525.0555556,30141.91667,6611111.111,0.05
quartz,kripke.exe,32,78750000,187062500,62625000,496625000,875000,0,0,0,0,1153.03125,61927189.41,47471564.22,69912.75,2106186.969,11312500,0.0666
quartz,kripke.exe,1,11277777.78,76472222.22,18361111.11,168472222.2,1555555.556,2388888.889,55555.55556,55555.55556,0,12.30555556,42044875.97,20129171.14,525.0555556,30141.91667,7805555.556,0.0666
quartz,kripke.exe,32,90062500,253250000,80875000,659312500,2125000,0,0,0,0,1165.09375,92892150.66,47277635.59,69880.75,2106185.969,12125000,0.0666
quartz,kripke.exe,1,18333333.33,115666666.7,28972222.22,264944444.4,1777777.778,3583333.333,83333.33333,55555.55556,0,15.23611111,61991615.15,20171684.69,525.0555556,30141.91667,8333333.333,0.0833
quartz,kripke.exe,32,112625000,345375000,108125000,896937500,2937500,0,0,0,0,1180.40625,141656102.8,48594393.03,67648.65625,2106051.719,14937500,0.0833
quartz,kripke.exe,1,27583333.33,166305555.6,42638888.89,389694444.4,1805555.556,5166666.667,83333.33333,55555.55556,0,15.11111111,87636346.26,20256531.85,525.0555556,30141.91667,9638888.889,0.1166
quartz,kripke.exe,32,129937500,468062500,141375000,1192937500,4500000,0,0,0,0,1172.125,199661675.1,48716502.63,67700,2106053.344,16687500,0.1166
quartz,kripke.exe,1,16611111.11,173055555.6,33666666.67,317444444.4,6944444.444,5444444.444,361111.1111,305555.5556,0,19.48611111,103799327.6,106817349.6,525.0555556,30141.91667,48611111.11,0.1666
quartz,kripke.exe,32,180000000,576000000,167937500,1348937500,4500000,4000000,0,0,0,1204.0625,234703564.3,263259086.4,69912.75,2106186.969,139062500,0.1666
quartz,kripke.exe,1,38361111.11,284138888.9,60638888.89,585638888.9,7000000,8361111.111,361111.1111,305555.5556,0,9.847222222,152953145.3,107034039.8,525.0555556,30141.91667,48777777.78,0.1833
quartz,kripke.exe,32,231062500,850562500,235625000,2004250000,7750000,4500000,0,0,0,1167.21875,345668275.8,263113043.7,69880.75,2106185.969,154500000,0.0833
quartz,kripke.exe,1,74833333.33,469527777.8,105666666.7,1033277778,9055555.556,13166666.67,527777.7778,333333.3333,0,14.16666667,234894276.8,106296212.6,525.0555556,30141.91667,46222222.22,0.2666
quartz,kripke.exe,32,323750000,1295125000,349875000,3092937500,11062500,5812500,0,0,0,1176.40625,530479562.5,262945070.8,69912.75,2106186.969,145875000,0.0666
quartz,kripke.exe,1,125888888.9,729083333.3,168694444.4,1660083333,11361111.11,19805555.56,638888.8889,333333.3333,0,15.70833333,349624439.3,106516160.8,525.0555556,30141.91667,47916666.67,0.3166
quartz,kripke.exe,32,869687500,2358937500,724562500,6199875000,18875000,6000000,0,0,0,1134.0625,763510266.6,254440593.3,69880.75,2106185.969,149437500,0.2666
quartz,kripke.exe,1,191416666.7,1062722222,249666666.7,2465722222,12138888.89,28555555.56,666666.6667,361111.1111,0,13.27777778,497069201.3,106381094,525.0555556,30141.91667,53083333.33,0.4333
quartz,kripke.exe,32,601562500,2632375000,690562500,6368187500,21062500,8000000,0,0,0,1163.75,1120026337,264689564.1,69912.75,2106186.969,148125000,0.1833
quartz,kripke.exe,1,39972222.22,373805555.6,70833333.33,695777777.8,13916666.67,11027777.78,722222.2222,611111.1111,0,8.402777778,212423965.6,213559811.7,525.0555556,30141.91667,93833333.33,0.25
quartz,kripke.exe,32,313187500,1161500000,309875000,2615937500,6750000,7812500,0,0,0,1198,479382259,515655927.3,67700,2106053.344,233312500,0.1
quartz,kripke.exe,1,105472222.2,681333333.3,135694444.4,1421166667,14138888.89,17333333.33,750000,638888.8889,0,13.18055556,325156465.8,213838768.1,525.0555556,30141.91667,96138888.89,0.35
quartz,kripke.exe,32,467562500,1881750000,467375000,4325375000,14750000,10750000,187500,0,0,1164.8125,732835313.1,516325626.3,69911.78125,2106186.938,253437500,0.0833
quartz,kripke.exe,1,214444444.4,1193583333,243777777.8,2629333333,18277777.78,27666666.67,1000000,638888.8889,0,9.25,513012041.6,212515580.9,525.0555556,30141.91667,98250000,0.5
quartz,kripke.exe,32,759000000,3117437500,748187500,7306562500,25812500,13750000,750000,0,0,1165.75,1155676781,522728066.8,69880.75,2106185.969,207312500,0.0833
quartz,kripke.exe,1,366972222.2,1910972222,394972222.2,4321527778,22250000,41944444.44,1166666.667,694444.4444,0,6.305555556,776023257.9,213083220.5,525.0555556,30141.91667,101250000,0.7333
quartz,kripke.exe,32,1077937500,4644187500,1078250000,10914562500,49125000,21562500,1000000,0,0,1129.1875,1692899697,504147688.9,67700,2106053.344,209437500,0.1
quartz,kripke.exe,1,563222222.2,2833055556,589611111.1,6496194444,30750000,60750000,1416666.667,694444.4444,0,14.76388889,1114194807,212622605.8,525.0555556,30141.91667,100527777.8,1.0333
quartz,kripke.exe,32,1518062500,6719375000,1531875000,15840062500,70062500,31187500,1625000,0,0,1138.84375,2429811015,506381938.6,67700,2106053.344,206562500,0.1666
quartz,kripke.exe,1,7583333.333,83194444.44,16416666.67,151555555.6,3444444.444,2694444.444,166666.6667,138888.8889,0,22.36111111,51335479.01,53461543.85,525.0555556,30141.91667,18416666.67,0.0666
quartz,kripke.exe,32,109375000,303750000,94062500,741500000,1750000,2000000,0,0,0,1168.5625,116810616.9,133629523.5,69848.75,2106184.969,26000000,0.0833
quartz,kripke.exe,1,15750000,128138888.9,28555555.56,262222222.2,3694444.444,4083333.333,194444.4444,138888.8889,0,15.04166667,74126649.26,53360339.44,525.0555556,30141.91667,18972222.22,0.1
quartz,kripke.exe,32,127562500,406000000,122437500,994625000,2875000,2000000,0,0,0,1180.8125,168215987.5,132097043.9,69912.75,2106186.969,30500000,0.0833
quartz,kripke.exe,1,29416666.67,203055555.6,48805555.56,446722222.2,4166666.667,6388888.889,194444.4444,138888.8889,0,11.11111111,112091281.4,53423191.64,525.0555556,30141.91667,21222222.22,0.1166
quartz,kripke.exe,32,170562500,604937500,179937500,1493500000,4312500,2000000,0,0,0,1147.1875,245865083.1,128928907.4,67669,2106052.375,30562500,0.1
quartz,kripke.exe,1,48583333.33,308027777.8,77138888.89,705222222.2,4750000,9611111.111,250000,166666.6667,0,7.833333333,165223552.8,53724425.58,525.0555556,30141.91667,21944444.44,0.1666
quartz,kripke.exe,32,216562500,854875000,249687500,2112250000,7437500,1937500,0,0,0,1205.21875,373948833.7,132747592.2,67700,2106053.344,38375000,0.1166
quartz,kripke.exe,1,73250000,443027777.8,113583333.3,1037694444,4944444.444,13777777.78,222222.2222,166666.6667,0,10.56944444,233498969.3,53610395.5,525.0555556,30141.91667,25722222.22,0.2
quartz,kripke.exe,32,267937500,1140062500,329750000,2821125000,13000000,3875000,0,0,0,1134.125,511297734.8,130111609,69880.75,2106185.969,45000000,0.15
quartz,kripke.exe,1,3666666.667,23305555.56,5638888.889,49944444.44,861111.1111,833333.3333,27777.77778,27777.77778,0,15.68055556,13013510.69,13287588.74,525.0555556,30141.91667,5638888.889,0.0333
quartz,kripke.exe,32,64812500,117625000,48000000,363500000,0,0,0,0,0,900.84375,30648598.03,31524236.56,69880.75,2106185.969,15625000,0.0666
quartz,kripke.exe,1,6333333.333,37111111.11,9027777.778,83250000,861111.1111,1194444.444,27777.77778,55555.55556,0,11.625,19171340.54,13378544.86,525.0555556,30141.91667,5888888.889,0.05
quartz,kripke.exe,32,64875000,144062500,52875000,419437500,1375000,0,0,0,0,856.15625,44248951.97,31528716.34,67700,2106053.344,17187500,0.0666
quartz,kripke.exe,1,10888888.89,60277777.78,14638888.89,139250000,1138888.889,1777777.778,55555.55556,55555.55556,0,15.38888889,29398936.15,13232018.47,525.0555556,30141.90278,5944444.444,0.0666
quartz,kripke.exe,32,76125000,199062500,66875000,553875000,812500,2000000,0,0,0,888,67608157.69,31165270.03,69911.78125,2106186.938,16125000,0.0666
quartz,kripke.exe,1,17222222.22,92666666.67,22500000,217472222.2,1250000,2611111.111,55555.55556,55555.55556,0,17.18055556,43737331.31,13260889.43,525.0555556,30141.91667,6250000,0.0833
